emp_no,first_name,last_name,salary,title,from_date
476100,Munir,Landherr,81045,Senior Engineer,1994-06-15
281118,Munir,Leaver,72801,Senior Staff,2002-07-10
418465,Munir,Masamoto,40000,Engineer,1996-02-22
44691,Munir,Montresor,73609,Senior Staff,1986-03-12
439027,Munir,Riexinger,60754,Staff,1998-11-02
13168,Munir,Stentiford,49210,Senior Engineer,1992-09-10
16871,Munir,Stiles,55303,Senior Engineer,1993-08-23
498248,Munir,Suwa,59545,Staff,1997-05-11
260302,Munir,Velasco,61964,Senior Engineer,1992-01-06
103338,Munir,Wilharm,40000,Senior Staff,1993-02-24
24429,Murthy,Anger,70034,Senior Staff,2001-01-13
40556,Murthy,Baaz,73750,Senior Engineer,1997-03-30
431442,Murthy,Baez,54533,Staff,1997-01-13
420853,Murthy,Bojadziev,40514,Senior Engineer,1994-03-25
218595,Murthy,Brodal,40000,Senior Engineer,1995-09-07
471151,Murthy,Curless,47622,Senior Staff,2000-04-17
29524,Murthy,Engberts,40000,Senior Staff,1985-07-24
252317,Murthy,Erie,75172,Senior Staff,1993-09-18
24888,Murthy,Felder,90268,Senior Staff,1990-03-31
30103,Murthy,Gini,81159,Senior Staff,1997-01-10
59142,Murthy,Haraldson,40000,Senior Engineer,1989-11-19
31802,Murthy,Huhdanpaa,41583,Senior Engineer,1998-12-06
224219,Murthy,Knightly,56833,Senior Engineer,2000-07-05
58807,Murthy,Koshino,40000,Senior Staff,1995-08-05
207597,Murthy,Kusakari,47339,Senior Engineer,1998-04-25
56678,Murthy,McAffer,68816,Senior Staff,1993-02-28
105226,Murthy,Menyhert,55174,Staff,1999-08-03
224197,Murthy,Neiman,65238,Senior Staff,1996-03-08
443415,Murthy,Oxman,42502,Staff,1996-01-13
410744,Murthy,Papsdorf,59276,Senior Staff,1991-06-17
231874,Murthy,Peroz,50943,Senior Staff,2001-01-30
99522,Murthy,Prenel,40000,Senior Staff,1994-06-02
15942,Murthy,Rosca,50486,Senior Engineer,1991-09-09
412904,Murthy,Schach,40000,Senior Staff,1994-02-08
215626,Murthy,Schusler,40000,Senior Engineer,1997-05-07
415423,Murthy,Sethi,78788,Senior Staff,1994-02-22
241328,Murthy,Shinomoto,40000,Engineer,1997-07-21
288051,Murthy,Thibadeau,40000,Senior Staff,1996-04-12
84502,Murthy,Tomescu,52094,Engineer,1999-02-01
24034,Murthy,Validov,40000,Senior Engineer,1993-05-07
250805,Murthy,Vasanthakumar,47747,Senior Engineer,1991-07-01
17472,Murthy,Verhoeff,40000,Senior Staff,1998-12-09
483499,Murthy,Vieri,54405,Senior Engineer,1987-02-18
256648,Muzhong,Binkley,74697,Senior Staff,1985-03-29
200074,Muzhong,Birjandi,72319,Senior Staff,1996-07-05
492013,Muzhong,Bugrara,44932,Staff,1998-05-06
22894,Muzhong,Casley,76090,Senior Staff,1985-02-17
10879,Muzhong,Chleq,65651,Senior Engineer,1985-08-15
241481,Muzhong,Dahlbom,52671,Senior Engineer,1996-05-31
437442,Muzhong,Delaune,71689,Senior Staff,1992-03-12
495599,Muzhong,Delgrande,60898,Senior Engineer,1993-03-09
39636,Muzhong,Deville,70782,Senior Staff,1996-11-12
247537,Muzhong,Eldridge,47016,Senior Engineer,1993-01-27
452837,Muzhong,Garnham,40360,Assistant Engineer,1999-11-08
442196,Muzhong,Hegner,40000,Senior Engineer,1987-06-26
268403,Muzhong,Llado,48058,Senior Engineer,2000-07-26
449928,Muzhong,Malinowski,43273,Senior Staff,1991-05-28
83600,Muzhong,Mayerwieser,43535,Senior Engineer,1994-07-29
425304,Muzhong,McAffer,60596,Senior Engineer,1995-06-06
75994,Muzhong,Michaeli,64613,Senior Staff,1991-04-01
231005,Muzhong,Murthy,54316,Senior Staff,1998-08-04
96122,Muzhong,Onuegbe,87889,Senior Staff,1995-11-16
426178,Muzhong,Orlowska,46102,Senior Staff,1992-09-11
57312,Muzhong,Preusig,51026,Engineer,1996-11-22
264456,Muzhong,Rando,44193,Senior Staff,1990-06-23
95767,Muzhong,Schmiedel,40000,Senior Engineer,1992-02-03
434106,Muzhong,Simmen,40000,Senior Staff,1996-10-13
26976,Muzhong,Sommen,71078,Senior Staff,1986-03-26
417663,Muzhong,Stassinopoulos,53334,Senior Staff,1996-11-01
246236,Muzhong,Sudkamp,71936,Senior Staff,1988-11-10
16490,Muzhong,Thiria,85462,Senior Staff,1987-04-06
411103,Muzhong,Uchoa,42130,Senior Engineer,1988-06-08
479836,Muzhong,Usdin,66863,Senior Staff,1987-10-09
296288,Muzhong,Vecchi,63637,Senior Staff,1998-07-06
488339,Muzhong,Yeung,47476,Senior Engineer,1997-08-07
268527,Muzhong,Zucker,45653,Senior Staff,1996-03-25
268699,Nadjib,Azadmanesh,40000,Senior Staff,2000-06-10
258501,Nadjib,Bach,45544,Senior Staff,1993-06-25
440590,Nadjib,Baez,40000,Senior Engineer,1997-11-18
274869,Nadjib,Bressoud,40000,Technique Leader,1998-08-27
28413,Nadjib,Brodie,40000,Senior Staff,1993-10-03
47764,Nadjib,Demri,49053,Senior Staff,1991-12-21
443303,Nadjib,Fadgyas,77716,Senior Staff,1996-12-23
55094,Nadjib,Gulik,60952,Senior Engineer,1987-06-24
65106,Nadjib,Hartvigsen,40000,Senior Engineer,1993-12-28
54442,Nadjib,Isaak,40000,Senior Engineer,1992-08-24
411137,Nadjib,Levasseur,40000,Engineer,1996-11-07
423241,Nadjib,Litvinov,40000,Senior Engineer,1993-02-12
31305,Nadjib,Luiz,40000,Engineer,1999-01-22
202386,Nadjib,Marshall,86296,Senior Staff,1998-11-04
235270,Nadjib,Matzke,40000,Senior Engineer,2000-07-13
293946,Nadjib,Merro,45167,Senior Staff,2002-05-01
406210,Nadjib,Mitina,74704,Senior Engineer,1986-12-03
66485,Nadjib,Morrey,40000,Senior Engineer,1992-12-29
207614,Nadjib,Ozeri,40000,Senior Engineer,1986-01-21
71220,Nadjib,Peek,57703,Senior Engineer,1997-07-11
46347,Nadjib,Standera,40000,Senior Engineer,1994-11-30
275281,Nadjib,Veevers,84368,Senior Staff,1991-02-11
38057,Nadjib,Velardi,40000,Senior Staff,2000-04-19
86305,Nadjib,Weisert,47059,Senior Engineer,1997-08-05
101719,Nadjib,Wolniewicz,51059,Senior Engineer,1993-06-03
459158,Naftali,Anger,79635,Senior Staff,2002-07-31
495750,Naftali,Attimonelli,40000,Senior Engineer,1994-11-29
425115,Naftali,Begiun,52260,Senior Engineer,1996-01-27
418515,Naftali,Chachaty,82032,Senior Staff,1996-12-31
401006,Naftali,Conde,40000,Senior Staff,1998-12-09
480942,Naftali,DasSarma,40000,Senior Engineer,1990-09-19
224111,Naftali,Dulay,40506,Senior Engineer,1996-05-08
262919,Naftali,Gist,45859,Senior Staff,1993-10-01
271234,Naftali,Gluchowski,40000,Senior Staff,1985-12-21
211844,Naftali,Heyers,47449,Senior Staff,1996-12-25
203305,Naftali,Huttel,113050,Senior Staff,1999-09-08
89724,Naftali,Kalorkoti,40000,Senior Staff,1991-08-31
435283,Naftali,Lieblein,41915,Senior Engineer,1994-12-08
264954,Naftali,McClure,69956,Technique Leader,1988-04-28
440614,Naftali,McConalogue,51828,Senior Engineer,1986-05-09
290437,Naftali,Oaver,48462,Senior Engineer,2000-03-19
30622,Naftali,Perko,65210,Senior Engineer,1987-01-12
224901,Naftali,Pero,67869,Senior Engineer,1992-12-22
108391,Naftali,Pocchiola,60136,Senior Staff,1986-10-16
275150,Naftali,Pollacia,63738,Senior Engineer,1986-09-24
34166,Naftali,Rahimi,40000,Senior Engineer,1985-02-27
21920,Naftali,Schneeberger,56825,Senior Engineer,1997-04-09
437502,Naftali,Schreiter,40000,Senior Engineer,1991-04-23
22136,Naftali,Thiran,69488,Senior Staff,1995-11-25
288011,Naftali,Veccia,62960,Senior Engineer,1999-08-29
271477,Naftali,Whittlesey,40530,Senior Engineer,1997-02-27
413496,Naftaly,Acton,92944,Senior Staff,1997-08-11
77159,Naftaly,Awdeh,50881,Senior Staff,2000-11-11
422960,Naftaly,Baezner,40000,Senior Engineer,1993-06-29
58024,Naftaly,Berztiss,40000,Senior Engineer,1999-08-08
265131,Naftaly,Bottner,41812,Engineer,1996-11-12
221609,Naftaly,Champarnaud,71656,Engineer,1994-12-17
496400,Naftaly,Eiter,81748,Senior Staff,1992-05-21
93416,Naftaly,Flowers,69930,Senior Staff,1993-05-15
32596,Naftaly,Gelosh,40000,Senior Engineer,2001-12-08
210655,Naftaly,Gyorkos,64977,Senior Engineer,1988-04-15
449489,Naftaly,Hertweck,84890,Senior Staff,1995-12-30
257652,Naftaly,Kirkerud,40000,Senior Staff,1995-08-21
491767,Naftaly,Leslie,55222,Senior Engineer,1997-01-15
69602,Naftaly,Litzkow,42211,Staff,1998-06-02
296833,Naftaly,Lubachevsky,66370,Senior Engineer,1985-04-18
494822,Naftaly,Luga,77435,Senior Staff,1992-11-10
439416,Naftaly,Matzen,44846,Senior Engineer,1989-07-02
465146,Naftaly,Naumovich,58210,Senior Staff,1996-11-26
437422,Naftaly,Plavsic,41012,Senior Engineer,1991-06-29
425611,Naftaly,Roisin,41681,Senior Engineer,1996-09-03
63707,Naftaly,Segond,41679,Engineer,2000-02-16
477678,Naftaly,Serre,82138,Senior Staff,1996-07-22
277996,Naftaly,Straney,53996,Senior Staff,1987-03-07
496741,Naftaly,Verhaegen,46990,Technique Leader,1995-08-04
498447,Naftaly,Werthner,57964,Senior Engineer,1994-10-07
462059,Naftaly,Zockler,60415,Technique Leader,1986-06-15
92385,Nagui,Armand,44386,Senior Staff,1995-08-06
243109,Nagui,Barvinok,55539,Senior Engineer,1997-06-24
471708,Nagui,Candan,40000,Senior Engineer,1988-01-26
83167,Nagui,Chachaty,40000,Senior Staff,1997-07-14
445743,Nagui,Clouatre,63799,Engineer,1996-10-06
433172,Nagui,Curless,40000,Senior Staff,2001-12-31
44809,Nagui,Gill,50369,Senior Engineer,1994-04-14
105291,Nagui,Goldhammer,40000,Senior Staff,1991-02-20
49708,Nagui,Jansch,40000,Engineer,1995-09-11
85325,Nagui,Kadhim,47731,Technique Leader,1988-07-14
287514,Nagui,Kamber,40000,Staff,1997-12-26
432440,Nagui,Karlin,47916,Senior Engineer,1994-08-08
216934,Nagui,Krzyzanowski,59907,Senior Engineer,1993-07-21
242535,Nagui,Levasseur,79725,Engineer,1997-12-22
295295,Nagui,Litvinov,55450,Senior Engineer,1994-08-25
72031,Nagui,Makrucki,65794,Senior Staff,1994-01-22
216177,Nagui,Mattern,40000,Senior Engineer,1996-04-13
278095,Nagui,Merel,51083,Staff,1998-07-17
76293,Nagui,Reinhart,56496,Senior Engineer,1993-04-03
260697,Nagui,Renear,61967,Engineer,1994-07-30
275930,Nagui,Rosis,49263,Senior Engineer,1994-08-18
406180,Nagui,Stamatiou,51190,Senior Staff,1996-07-23
410887,Nagui,Stassinopoulos,40000,Senior Staff,1993-11-16
283227,Nagui,Sullins,71496,Senior Staff,1991-05-22
28501,Nagui,Viele,40000,Staff,1998-08-08
23536,Nagui,Vural,40000,Senior Engineer,1997-05-03
473975,Nagui,Yoshizawa,40000,Senior Engineer,1993-09-25
71501,Nagui,Yurek,40000,Senior Engineer,1987-06-12
266708,Nahid,Ariola,40000,Senior Engineer,2002-04-12
427464,Nahid,Bale,84384,Staff,1999-06-28
266729,Nahid,Bellone,53915,Senior Engineer,2001-11-25
94596,Nahid,Biros,45491,Senior Engineer,1993-02-07
409761,Nahid,Brattka,64018,Senior Staff,1992-03-06
290274,Nahid,Cooley,49365,Senior Staff,1999-08-23
100205,Nahid,Gustavson,40000,Technique Leader,1996-08-14
297717,Nahid,Karnin,64816,Senior Staff,1999-02-09
495164,Nahid,Krupka,57137,Senior Engineer,2001-08-16
439125,Nahid,Luff,60638,Senior Staff,2001-12-07
101515,Nahid,Magalhaes,40000,Senior Staff,1994-04-02
108761,Nahid,Mandell,40000,Technique Leader,1985-03-15
53860,Nahid,Masamoto,89507,Senior Staff,2000-07-18
457457,Nahid,Moehrke,74922,Senior Engineer,1988-04-27
87158,Nahid,Neiman,58049,Technique Leader,1986-09-20
265962,Nahid,Pepe,40000,Senior Engineer,1993-11-03
438393,Nahid,Pero,45426,Senior Engineer,1987-05-05
270820,Nahid,Pettis,40000,Senior Engineer,1990-11-09
27429,Nahid,Plotkin,43877,Senior Engineer,1995-08-28
448154,Nahid,Ramsay,40000,Senior Engineer,1993-10-28
35042,Nahid,Servieres,65916,Staff,1998-06-16
212940,Nahid,Syrzycki,40000,Engineer,1999-12-12
487478,Nahid,Weisert,40000,Technique Leader,1985-07-18
436822,Nahid,Yavatkar,40000,Technique Leader,1987-09-01
272832,Nahid,Zizka,47461,Engineer,1999-04-12
216038,Nahla,Alameldin,40000,Senior Engineer,1995-07-18
271068,Nahla,Angel,43819,Senior Staff,1998-05-08
429801,Nahla,Angot,45392,Senior Staff,1999-09-07
273952,Nahla,Braccini,40000,Technique Leader,1987-03-22
69421,Nahla,Clemencon,45226,Senior Staff,1993-06-10
223483,Nahla,Danley,40000,Senior Staff,1994-09-20
200722,Nahla,Delgrande,63586,Senior Staff,1993-04-15
222046,Nahla,Driscoll,64510,Senior Engineer,1994-03-06
61301,Nahla,Ghandeharizadeh,59003,Staff,1995-10-04
209713,Nahla,Heping,40000,Senior Engineer,1992-07-01
443233,Nahla,Heuter,40000,Senior Staff,1993-09-26
81079,Nahla,Mellouli,53145,Senior Staff,2002-07-07
258451,Nahla,Menhardt,57052,Senior Staff,1990-02-09
223729,Nahla,Mitchem,62174,Senior Engineer,1986-10-22
208617,Nahla,Onuegbe,50496,Senior Engineer,1993-03-11
483586,Nahla,Pardalos,40000,Senior Engineer,2000-01-05
109951,Nahla,Pell,40000,Senior Engineer,1990-04-15
465857,Nahla,Peron,76337,Senior Staff,1992-08-31
12729,Nahla,Rahier,51796,Senior Engineer,1997-10-15
53974,Nahla,Reghbati,47882,Senior Engineer,1998-05-24
82350,Nahla,Stifter,40000,Senior Engineer,1995-07-19
101122,Nahla,Swick,43359,Senior Staff,1991-03-11
99231,Nahla,Wielonsky,50698,Senior Engineer,1988-10-12
444151,Nahum,Avouris,40000,Senior Staff,1985-08-03
467397,Nahum,Benzmuller,47114,Engineer,1994-08-22
280681,Nahum,Braccini,40000,Senior Engineer,1985-05-12
15372,Nahum,Broder,79245,Senior Staff,1994-10-12
453448,Nahum,Coorg,51914,Senior Staff,1994-04-27
223379,Nahum,Dehkordi,54234,Staff,1997-09-01
23938,Nahum,Facello,49319,Senior Engineer,1985-09-15
440652,Nahum,Garnier,67855,Senior Engineer,1996-12-05
448297,Nahum,Ghelli,63726,Senior Staff,1994-10-05
95736,Nahum,Glinert,47079,Senior Engineer,1991-08-06
219414,Nahum,Hegner,40000,Technique Leader,1993-07-11
452069,Nahum,Hiyoshi,52266,Senior Engineer,2000-05-26
75561,Nahum,Jervis,52299,Technique Leader,1987-08-18
291340,Nahum,Litzler,67720,Senior Engineer,1994-11-28
470137,Nahum,Llado,65065,Staff,1997-01-31
97575,Nahum,Maksimenko,40000,Senior Engineer,1996-10-26
251839,Nahum,Munoz,58529,Technique Leader,1985-04-17
444152,Nahum,Nastansky,41490,Senior Engineer,1993-02-04
280756,Nahum,Nitto,45829,Senior Engineer,1991-03-03
47168,Nahum,Pell,40000,Senior Engineer,1994-06-05
295419,Nahum,Petersohn,54585,Senior Engineer,1985-06-05
440539,Nahum,Pettis,58168,Senior Engineer,1990-11-16
37518,Nahum,Rassart,40000,Senior Engineer,1992-07-02
221485,Nahum,Szmurlo,46915,Technique Leader,1987-11-17
292506,Nahum,Tchuente,40000,Senior Engineer,1987-01-27
437523,Nahum,Vakili,42622,Senior Engineer,1992-05-18
411655,Nahum,Valette,54786,Senior Engineer,1991-06-15
461309,Nahum,Zaumen,57356,Senior Engineer,1998-08-27
470979,Nahum,dAstous,69519,Senior Engineer,1994-03-30
446631,Nakhoon,Biros,40000,Senior Staff,1999-03-23
436473,Nakhoon,Braunmuhl,68869,Senior Staff,1996-09-05
87152,Nakhoon,Byoun,65480,Senior Staff,1993-06-23
10364,Nakhoon,Dengi,51401,Senior Engineer,1985-11-14
95702,Nakhoon,Gargeya,40000,Senior Engineer,1987-04-28
69767,Nakhoon,Glowinski,40000,Engineer,1996-02-21
433381,Nakhoon,Heering,61110,Senior Staff,1999-04-19
204919,Nakhoon,Kavvadias,56821,Senior Staff,1993-01-29
258680,Nakhoon,Kleiser,40278,Technique Leader,1999-08-19
417495,Nakhoon,Miake,54941,Senior Engineer,2000-06-20
443208,Nakhoon,Nilsson,42630,Senior Engineer,1985-11-13
468185,Nakhoon,Pietracaprina,49952,Senior Engineer,1996-05-17
13371,Nakhoon,Riexinger,40000,Senior Engineer,1991-12-13
22066,Nakhoon,Roison,40000,Senior Engineer,1992-08-12
219211,Nakhoon,Weedon,57272,Senior Engineer,1997-12-02
11133,Nalini,Azulay,40000,Technique Leader,1994-03-06
286914,Nalini,Bierbaum,40000,Senior Staff,1993-11-17
260727,Nalini,Billawala,92951,Senior Staff,1990-02-23
402256,Nalini,Gini,40000,Senior Engineer,2000-12-09
60465,Nalini,Gischer,40000,Senior Staff,2000-09-26
418411,Nalini,Griswold,40000,Senior Staff,1985-11-21
420242,Nalini,Hanratty,43125,Senior Engineer,1995-12-04
453406,Nalini,Itzfeldt,44392,Senior Engineer,1988-05-21
427645,Nalini,Jording,44541,Technique Leader,1993-06-08
44490,Nalini,Lorcy,50321,Senior Engineer,1994-06-07
219488,Nalini,Luca,61107,Senior Staff,1994-11-07
432468,Nalini,McAlpine,40000,Senior Engineer,1994-06-01
66481,Nalini,McClurg,56223,Senior Engineer,1997-12-09
411267,Nalini,Naudin,60591,Senior Engineer,1987-10-31
221385,Nalini,Randi,40000,Senior Staff,2000-02-17
220237,Nalini,Renear,40000,Senior Staff,1995-03-30
223081,Nalini,Rusterholz,40000,Senior Engineer,1988-10-22
32200,Nalini,Sadowsky,42770,Engineer,1996-09-07
299844,Nalini,Scallan,40000,Assistant Engineer,1996-02-13
11871,Nalini,Sommen,67424,Senior Engineer,1998-10-13
70296,Nalini,Vadhan,55852,Senior Engineer,1994-08-12
100146,Nalini,Woycyznski,59959,Technique Leader,1997-07-30
442986,Nalini,Zeleznik,56094,Technique Leader,1999-05-09
295062,Naraig,Asser,43552,Senior Staff,1997-03-05
455840,Naraig,Aumann,82816,Senior Staff,1994-12-25
239809,Naraig,Baaz,52604,Senior Engineer,1994-10-04
226079,Naraig,Badache,40000,Senior Engineer,1991-11-15
45731,Naraig,Bouloucos,44160,Senior Engineer,1986-03-12
225033,Naraig,Camurati,40000,Senior Engineer,1995-12-14
272627,Naraig,Chvatal,70603,Engineer,1997-09-27
472939,Naraig,Dalton,71145,Senior Staff,1994-04-29
27801,Naraig,Danecki,49614,Senior Staff,1995-02-19
84773,Naraig,Frolund,44886,Senior Engineer,1995-02-07
456144,Naraig,Hennings,77219,Senior Staff,1988-06-10
280483,Naraig,Jeong,68110,Senior Staff,1997-06-28
70563,Naraig,Klerer,51917,Staff,1998-10-19
215871,Naraig,Lores,40000,Senior Engineer,1992-08-16
209313,Naraig,Lupu,41777,Senior Staff,1995-12-20
75938,Naraig,McFarlan,40000,Technique Leader,1985-11-28
215262,Naraig,Meszaros,54118,Senior Engineer,1997-03-01
98682,Naraig,Parhami,40000,Senior Staff,1998-10-28
473330,Naraig,Perfilyeva,45214,Senior Staff,1993-12-09
260037,Naraig,Prochazka,40000,Senior Engineer,1995-09-28
444483,Naraig,Rahimi,43130,Senior Engineer,1995-06-03
94667,Naraig,Rebaine,40000,Senior Staff,1999-04-26
285641,Naraig,Reghbati,61473,Senior Staff,1996-07-08
445689,Naraig,Shihab,86884,Senior Engineer,1986-11-02
90572,Naraig,Tokunaga,44564,Senior Engineer,1992-06-28
469426,Naraig,Vakili,41556,Senior Staff,1999-12-06
72617,Naraig,Worfolk,40000,Senior Staff,1987-11-16
265157,Narain,Aamodt,48088,Senior Staff,2001-12-02
283019,Narain,Aingworth,40000,Senior Engineer,1995-05-09
407229,Narain,Ballarin,40000,Senior Engineer,1996-07-27
479123,Narain,Berstel,40000,Senior Engineer,1991-10-02
212191,Narain,Besancenot,40000,Senior Engineer,1993-12-29
484356,Narain,Bonifati,45727,Senior Engineer,1995-06-29
58691,Narain,England,53830,Senior Staff,1993-03-25
484946,Narain,Fritzsche,41272,Senior Engineer,1987-12-05
474818,Narain,Ghemri,41418,Senior Engineer,1994-10-31
107807,Narain,Granlund,90121,Staff,1995-12-10
245434,Narain,Gulla,52082,Senior Engineer,1992-07-14
299909,Narain,Gunderson,40000,Senior Staff,1990-07-17
68055,Narain,Jansen,52916,Senior Engineer,1986-01-03
486776,Narain,Kawashima,40000,Senior Engineer,1995-08-23
491222,Narain,Kemmerer,40000,Staff,1998-08-07
209657,Narain,Lunn,40000,Technique Leader,1987-09-16
26709,Narain,Marchegay,46944,Senior Staff,1994-05-27
428416,Narain,Murtha,40000,Senior Staff,1993-07-03
401298,Narain,Plotkin,40000,Senior Staff,2002-06-09
452045,Narain,Rissanen,42464,Senior Staff,1986-11-22
23136,Narain,Skogmar,56024,Engineer,1998-02-14
58087,Narain,Szilard,59678,Senior Staff,1998-07-22
271837,Narain,Szmurlo,48301,Staff,1995-05-02
271368,Narain,Tramer,44990,Senior Engineer,1995-10-19
495941,Nathalie,Engberts,40000,Senior Staff,1986-10-03
436498,Nathalie,Falco,40000,Senior Staff,1986-02-21
221888,Nathalie,Frolund,52851,Senior Engineer,1995-02-14
37171,Nathalie,Lorys,56266,Senior Engineer,1996-07-29
53651,Nathalie,Melichar,66640,Senior Staff,1992-03-02
65387,Nathalie,Muchinsky,40537,Senior Engineer,1988-04-10
60115,Nathalie,Murillo,50174,Senior Staff,1994-05-22
214183,Nathalie,Parfitt,67539,Senior Staff,1996-01-19
400355,Nathalie,Peek,83701,Senior Staff,1993-06-14
204206,Nathalie,Picci,52432,Senior Staff,2002-01-02
11322,Nathalie,Pocchiola,43021,Senior Engineer,1999-07-08
219026,Nathalie,Quittner,87345,Senior Staff,1999-09-02
263646,Nathalie,Remmele,40000,Senior Engineer,1991-07-25
208258,Nathalie,Remmers,57364,Engineer,1995-08-13
53442,Nathalie,Riefers,60078,Senior Engineer,1997-08-12
13415,Nathalie,Speer,61838,Technique Leader,1991-04-25
61180,Nathalie,Sullins,52754,Senior Engineer,1997-06-19
281762,Nathalie,Tiemann,40000,Engineer,1997-10-12
218540,Nathalie,Trelles,47975,Senior Engineer,1987-08-11
467559,Nathalie,Wilharm,40000,Assistant Engineer,1996-01-16
430789,Nathan,Antonakopoulos,54248,Technique Leader,1997-03-12
101412,Nathan,Baaleh,59919,Senior Staff,1988-06-10
103258,Nathan,Baaz,40000,Senior Staff,1993-08-18
267781,Nathan,Bade,63900,Senior Staff,1986-04-19
411820,Nathan,Benantar,40000,Senior Staff,1993-07-17
472133,Nathan,Boreale,44737,Senior Engineer,1987-03-21
464478,Nathan,Denna,41245,Senior Engineer,1991-08-17
49430,Nathan,Erez,41112,Senior Engineer,1998-04-06
454627,Nathan,Foote,51005,Senior Staff,1986-04-21
454389,Nathan,Garnick,47655,Engineer,1994-10-14
200658,Nathan,Gire,67624,Senior Staff,2000-01-11
479743,Nathan,Greenaway,48692,Senior Engineer,1987-06-16
482438,Nathan,Gulik,50218,Senior Staff,1991-12-29
241553,Nathan,Gurbaxani,76559,Senior Staff,1996-05-15
293487,Nathan,Haldar,50942,Senior Staff,1998-07-29
47038,Nathan,Krohn,48972,Senior Engineer,1991-04-12
216160,Nathan,Kusakari,71625,Engineer,1998-07-26
23086,Nathan,Lemarechal,40000,Engineer,1998-05-22
14941,Nathan,Lichtner,43608,Senior Engineer,1994-12-22
233822,Nathan,Mitchem,40000,Senior Staff,1998-07-25
25376,Nathan,Panienski,45803,Technique Leader,1989-04-14
498917,Nathan,Papadias,50231,Senior Staff,1989-06-02
226573,Nathan,Penn,40000,Senior Engineer,2001-09-01
446772,Nathan,Pettis,43819,Senior Engineer,1993-06-22
26402,Nathan,Pietracaprina,53570,Senior Engineer,1996-04-24
496295,Nathan,Plavsic,40567,Senior Engineer,1995-02-12
486863,Nathan,Polupanov,40000,Senior Staff,1994-04-02
476190,Nathan,Porenta,40000,Technique Leader,1987-10-09
499986,Nathan,Ranta,91988,Senior Staff,1992-08-11
273964,Nathan,Ratnaker,50294,Technique Leader,1988-03-31
412884,Nathan,Selenyi,40000,Senior Engineer,1995-11-11
93422,Nathan,Stiles,52497,Senior Staff,1997-02-25
442599,Nathan,Thombley,40000,Senior Engineer,1994-04-19
293010,Nathan,Verhoeff,65297,Technique Leader,1985-03-23
492615,Navid,Assaf,40000,Senior Engineer,1988-02-05
107330,Navid,Bednarek,72573,Staff,1999-09-23
466739,Navid,Birge,45080,Senior Engineer,2000-12-29
492732,Navid,Ciolek,46735,Senior Staff,1995-08-22
449897,Navid,Dichev,66617,Senior Staff,1995-12-02
431214,Navid,DuCasse,66677,Senior Staff,1996-10-17
85318,Navid,Hanratty,40000,Senior Engineer,1989-07-15
437419,Navid,Ishibashi,50019,Senior Engineer,1995-07-20
463041,Navid,Litecky,64616,Senior Engineer,1999-09-02
45561,Navid,Lodder,40000,Senior Engineer,2000-06-24
79119,Navid,Maccarone,50158,Senior Engineer,1995-07-24
287613,Navid,Magalhaes,71012,Senior Staff,1999-02-26
493068,Navid,Malinowski,60226,Senior Engineer,1994-05-28
449520,Navid,Mansanne,40000,Senior Staff,2002-05-26
400759,Navid,Merel,53628,Senior Engineer,1987-02-21
463519,Navid,Munch,62692,Senior Staff,1996-03-24
450665,Navid,Oehlmann,73282,Senior Staff,1998-01-05
458135,Navid,Olivero,40000,Engineer,1996-11-16
473134,Navid,Perz,47106,Senior Engineer,1996-08-22
478131,Navid,Pettit,57932,Senior Staff,1992-04-20
283789,Navid,Piveteau,40000,Senior Staff,1997-05-24
207801,Navid,Plumb,45815,Senior Staff,1986-11-11
106953,Navid,Riesenhuber,51195,Senior Staff,1988-03-12
107032,Navid,Schlenzig,84400,Senior Staff,1994-12-01
281746,Navid,Straney,60423,Senior Engineer,1993-12-09
86480,Navid,Tramer,40000,Senior Engineer,1999-08-27
266159,Navid,Uludag,47437,Senior Engineer,1992-02-18
279742,Navid,Woycyznski,58034,Senior Engineer,1994-01-09
443928,Navid,Zschoche,40000,Engineer,1996-12-07
274066,Navin,Aloisi,65483,Senior Staff,1994-05-11
38566,Navin,Begiun,50783,Technique Leader,1985-03-05
419250,Navin,Birge,40000,Senior Engineer,1996-02-07
280452,Navin,Chenoweth,44906,Assistant Engineer,1997-04-27
218212,Navin,Cheshire,81958,Staff,1995-07-21
29317,Navin,Conia,40000,Senior Engineer,1997-06-23
49772,Navin,Cools,40000,Senior Engineer,1992-02-13
91029,Navin,Crooks,78691,Senior Staff,1991-04-12
408488,Navin,Edelhoff,41913,Senior Staff,1992-04-27
53642,Navin,Erdi,61562,Senior Staff,1993-09-22
48996,Navin,Gelosh,45007,Technique Leader,1995-01-02
207050,Navin,Khasidashvili,48961,Senior Engineer,1996-03-24
476796,Navin,Kilgour,53043,Senior Engineer,1994-01-17
408477,Navin,Lovengreen,53796,Senior Engineer,1992-08-12
295543,Navin,Nannarelli,53821,Senior Engineer,1993-09-07
477874,Navin,Pero,50537,Senior Engineer,2001-03-12
228146,Navin,Rande,67719,Senior Staff,1995-07-29
406238,Navin,Range,59759,Senior Engineer,1993-09-23
295118,Navin,Redmiles,78022,Senior Staff,1996-06-17
418205,Navin,Schauser,40000,Senior Staff,1998-06-01
439296,Navin,Shimshoni,47226,Senior Engineer,1989-08-08
262498,Navin,Sluis,40000,Senior Staff,1992-01-30
36410,Navin,Steenbeek,50895,Senior Staff,1992-07-15
